# N=5 tag=3 x=0.5 y=0.6 max_many_eig=100
t,tau,C,connected,disconnected
0.00893602,0.0617148,0.0865417,5.02344,4.93689
0.00893602,0.0702003,0.070833,4.91795,4.84711
0.00893602,0.0798525,0.0567462,4.82639,4.76964
0.00893602,0.0908318,0.0443912,4.74865,4.70426
0.00893602,0.103321,0.0338076,4.68417,4.65036
0.00893602,0.117527,0.0249742,4.63202,4.60705
0.00893602,0.133686,0.0178156,4.59099,4.57317
0.00893602,0.152068,0.0122082,4.55969,4.54748
0.00893602,0.172976,0.00798638,4.53665,4.52866
0.00893602,0.19676,0.00495182,4.52039,4.51543
0.00893602,0.223813,0.002886,4.50946,4.50658
0.00893602,0.254587,0.0015662,4.50255,4.50098
0.00893602,0.289591,0.000783044,4.49847,4.49769
0.00893602,0.329408,0.000356378,4.49626,4.4959
0.00893602,0.374701,0.000145671,4.49517,4.49502
0.00893602,0.42622,5.26742e-05,4.49468,4.49463
0.00893602,0.484824,1.65641e-05,4.4945,4.49448
0.00893602,0.551485,4.44316e-06,4.49443,4.49443
0.00893602,0.627311,9.94614e-07,4.49442,4.49442
0.00893602,0.713564,1.81236e-07,4.49441,4.49441
0.00893602,0.811675,2.61317e-08,4.49441,4.49441
0.00893602,0.923277,2.88701e-09,4.49441,4.49441
0.00893602,1.05022,2.35604e-10,4.49441,4.49441
0.00893602,1.19462,1.36233e-11,4.49441,4.49441
0.00893602,1.35888,5.32162e-13,4.49441,4.49441
0.00893602,1.54572,1.31431e-14,4.49441,4.49441
0.00893602,1.75825,2.45632e-17,4.49441,4.49441
0.00893602,2,-1.7444e-16,4.49441,4.49441
0.0101647,0.001,-5.37111,3.01342,8.38453
0.0101647,0.0011375,-4.95486,3.39226,8.34713
0.0101647,0.0012939,-4.52382,3.7816,8.30542
0.0101647,0.0014718,-4.08256,4.17646,8.25902
0.0101647,0.00167417,-3.63655,4.571,8.20755
0.0101647,0.00190436,-3.19197,4.95865,8.15062
0.0101647,0.0021662,-2.7555,5.33236,8.08785
0.0101647,0.00246404,-2.33399,5.6849,8.01889
0.0101647,0.00280283,-1.9341,6.00932,7.94343
0.0101647,0.00318821,-1.56186,6.29932,7.86119
0.0101647,0.00362657,-1.22226,6.5497,7.77196
0.0101647,0.00412521,-0.918954,6.75667,7.67563
0.0101647,0.00469241,-0.654018,6.91813,7.57215
0.0101647,0.00533759,-0.427932,7.03367,7.4616
0.0101647,0.00607149,-0.239676,7.10449,7.34417
0.0101647,0.00690629,-0.0869858,7.13319,7.22017
0.0101647,0.00785588,0.0333087,7.12336,7.09005
0.0101647,0.00893602,0.124917,7.07928,6.95436
0.0101647,0.0101647,0.191756,7.00554,6.81378
0.0101647,0.0115623,0.237679,6.90679,6.66911
0.0101647,0.013152,0.266293,6.78751,6.52122
0.0101647,0.0149604,0.280852,6.65191,6.37106
0.0101647,0.0170174,0.28421,6.50386,6.21965
0.0101647,0.0193572,0.278822,6.3469,6.06807
0.0101647,0.0220187,0.266771,6.18422,5.91745
0.0101647,0.0250462,0.249823,6.01879,5.76897
0.0101647,0.0284899,0.229478,5.85336,5.62388
0.0101647,0.0324072,0.207022,5.69051,5.48349
0.0101647,0.036863,0.183551,5.53272,5.34917
0.0101647,0.0419315,0.159988,5.38227,5.22228
0.0101647,0.0476969,0.137084,5.24123,5.10414
0.0101647,0.054255,0.115418,5.11132,4.99591
0.0101647,0.0617148,0.0954138,4.99391,4.8985
0.0101647,0.0702003,0.0773518,4.88987,4.81252
0.0101647,0.0798525,0.0613939,4.79958,4.73819
0.0101647,0.0908318,0.0476015,4.72294,4.67534
0.0101647,0.103321,0.0359538,4.6594,4.62344
0.0101647,0.117527,0.0263627,4.60802,4.58166
0.0101647,0.133686,0.0186854,4.56762,4.54893
0.0101647,0.152068,0.0127362,4.53682,4.52408
0.0101647,0.172976,0.00829687,4.51415,4.50585
0.0101647,0.19676,0.0051283,4.49816,4.49303
0.0101647,0.223813,0.00298236,4.48742,4.48444
0.0101647,0.254587,0.0016162,4.48062,4.47901
0.0101647,0.289591,0.000807361,4.47661,4.47581
0.0101647,0.329408,0.000367274,4.47444,4.47407
0.0101647,0.374701,0.00015009,4.47337,4.47322
0.0101647,0.42622,5.42667e-05,4.47289,4.47284
0.0101647,0.484824,1.70642e-05,4.47271,4.47269
0.0101647,0.551485,4.57725e-06,4.47265,4.47264
0.0101647,0.627311,1.02463e-06,4.47263,4.47263
0.0101647,0.713564,1.86704e-07,4.47263,4.47263
0.0101647,0.811675,2.69202e-08,4.47263,4.47263
0.0101647,0.923277,2.97412e-09,4.47263,4.47263
0.0101647,1.05022,2.42714e-10,4.47263,4.47263
0.0101647,1.19462,1.40345e-11,4.47263,4.47263
0.0101647,1.35888,5.48372e-13,4.47263,4.47263
0.0101647,1.54572,1.36925e-14,4.47263,4.47263
0.0101647,1.75825,1.78114e-16,4.47263,4.47263
0.0101647,2,-2.68933e-17,4.47263,4.47263
0.0115623,0.001,-5.03624,2.93071,7.96695
0.0115623,0.0011375,-4.63129,3.30467,7.93596
0.0115623,0.0012939,-4.21223,3.68911,7.90134
0.0115623,0.0014718,-3.78358,4.07914,7.86273
0.0115623,0.00167417,-3.35073,4.46905,7.81978
0.0115623,0.00190436,-2.91976,4.85238,7.77214
0.0115623,0.0021662,-2.49725,5.22219,7.71945
0.0115623,0.00246404,-2.08994,5.57141,7.66136
0.0115623,0.00280283,-1.70436,5.89319,7.59755
0.0115623,0.00318821,-1.3464,6.18132,7.52772
0.0115623,0.00362657,-1.02095,6.43068,7.45163
0.0115623,0.00412521,-0.731555,6.63754,7.36909
0.0115623,0.00469241,-0.480213,6.79978,7.27999
0.0115623,0.00533759,-0.267335,6.91697,7.1843
0.0115623,0.00607149,-0.0918509,6.99024,7.08209
0.0115623,0.00690629,0.0485355,7.02207,6.97354
0.0115623,0.00785588,0.157018,7.01596,6.85894
0.0115623,0.00893602,0.237324,6.97605,6.73872
0.0115623,0.0101647,0.293385,6.90679,6.6134
0.0115623,0.0115623,0.32907,6.8127,6.48363
0.0115623,0.013152,0.348002,6.69816,6.35016
0.0115623,0.0149604,0.353447,6.56727,6.21382
0.0115623,0.0170174,0.348268,6.42383,6.07556
0.0115623,0.0193572,0.334923,6.27129,5.93637
0.0115623,0.0220187,0.315494,6.11284,5.79735
0.0115623,0.0250462,0.291737,5.95139,5.65966
0.0115623,0.0284899,0.265142,5.78968,5.52454
0.0115623,0.0324072,0.236982,5.63029,5.39331
0.0115623,0.036863,0.208348,5.47568,5.26733
0.0115623,0.0419315,0.180162,5.32814,5.14797
0.0115623,0.0476969,0.153176,5.18973,5.03655
0.0115623,0.054255,0.127974,5.06221,4.93423
0.0115623,0.0617148,0.104973,4.94691,4.84194
0.0115623,0.0702003,0.084439,4.84473,4.76029
0.0115623,0.0798525,0.0665017,4.75607,4.68956
0.0115623,0.0908318,0.0511753,4.68081,4.62964
0.0115623,0.103321,0.0383793,4.61843,4.58005
0.0115623,0.117527,0.0279591,4.56801,4.54005
0.0115623,0.133686,0.0197044,4.52838,4.50867
0.0115623,0.152068,0.0133668,4.49817,4.4848
0.0115623,0.172976,0.00867479,4.47595,4.46728
0.0115623,0.19676,0.0053467,4.46028,4.45493
0.0115623,0.223813,0.00310318,4.44976,4.44665
0.0115623,0.254587,0.0016795,4.4431,4.44142
0.0115623,0.289591,0.000838328,4.43917,4.43834
0.0115623,0.329408,0.000381198,4.43704,4.43666
0.0115623,0.374701,0.000155748,4.43599,4.43584
0.0115623,0.42622,5.63068e-05,4.43553,4.43547
0.0115623,0.484824,1.77051e-05,4.43535,4.43533
0.0115623,0.551485,4.7491e-06,4.43529,4.43528
0.0115623,0.627311,1.06309e-06,4.43527,4.43527
0.0115623,0.713564,1.93713e-07,4.43527,4.43527
0.0115623,0.811675,2.79308e-08,4.43527,4.43527
0.0115623,0.923277,3.08577e-09,4.43527,4.43527
0.0115623,1.05022,2.51825e-10,4.43527,4.43527
0.0115623,1.19462,1.45613e-11,4.43527,4.43527
0.0115623,1.35888,5.68867e-13,4.43527,4.43527
0.0115623,1.54572,1.41163e-14,4.43527,4.43527
0.0115623,1.75825,9.45317e-17,4.43527,4.43527
0.0115623,2,-1.18172e-16,4.43527,4.43527
0.013152,0.001,-4.70723,2.8437,7.55093
0.013152,0.0011375,-4.31375,3.21164,7.52539
0.013152,0.0012939,-3.90682,3.58998,7.49681
0.013152,0.0014718,-3.4909,3.97396,7.46486
0.013152,0.00167417,-3.07127,4.35798,7.42925
0.013152,0.00190436,-2.65393,4.7357,7.38963
0.013152,0.0021662,-2.24534,5.10036,7.34569
0.013152,0.00246404,-1.8521,5.445,7.29709
0.013152,0.00280283,-1.48061,5.76292,7.24353
0.013152,0.00318821,-1.13665,6.04803,7.18468
0.013152,0.00362657,-0.824992,6.29531,7.12031
0.013152,0.00412521,-0.549078,6.50108,7.05016
0.013152,0.00469241,-0.310833,6.66325,6.97408
0.013152,0.00533759,-0.110615,6.78135,6.89197
0.013152,0.00607149,0.0526756,6.85647,6.80379
0.013152,0.00690629,0.181352,6.89099,6.70963
0.013152,0.00785588,0.27861,6.88827,6.60966
0.013152,0.00893602,0.348178,6.85234,6.50416
0.013152,0.0101647,0.393986,6.78751,6.39352
0.013152,0.0115623,0.419904,6.69816,6.27826
0.013152,0.013152,0.42956,6.58854,6.15898
0.013152,0.0149604,0.426228,6.46265,6.03642
0.013152,0.0170174,0.412778,6.32418,5.9114
0.013152,0.0193572,0.391673,6.17653,5.78485
0.013152,0.0220187,0.364997,6.0228,5.6578
0.013152,0.0250462,0.334507,5.86587,5.53136
0.013152,0.0284899,0.301689,5.70844,5.40675
0.013152,0.0324072,0.267817,5.55307,5.28526
0.013152,0.036863,0.233984,5.40221,5.16823
0.013152,0.0419315,0.201118,5.25812,5.05701
0.013152,0.0476969,0.169982,5.12287,4.95288
0.013152,0.054255,0.141166,4.99818,4.85702
0.013152,0.0617148,0.115089,4.88542,4.77033
0.013152,0.0702003,0.0920012,4.78546,4.69346
0.013152,0.0798525,0.0720048,4.69872,4.62671
0.013152,0.0908318,0.0550688,4.6251,4.57003
0.013152,0.103321,0.0410556,4.56408,4.52303
0.013152,0.117527,0.0297454,4.51478,4.48503
0.013152,0.133686,0.0208616,4.47603,4.45517
0.013152,0.152068,0.0140938,4.4465,4.43241
0.013152,0.172976,0.00911646,4.42479,4.41567
0.013152,0.19676,0.00560498,4.40948,4.40387
0.013152,0.223813,0.0032474,4.3992,4.39595
0.013152,0.254587,0.00175554,4.3927,4.39094
0.013152,0.289591,0.000875679,4.38886,4.38799
0.013152,0.329408,0.000398031,4.38678,4.38638
0.013152,0.374701,0.000162595,4.38575,4.38559
0.013152,0.42622,5.87773e-05,4.3853,4.38524
0.013152,0.484824,1.84813e-05,4.38513,4.38511
0.013152,0.551485,4.95725e-06,4.38507,4.38506
0.013152,0.627311,1.10968e-06,4.38505,4.38505
0.013152,0.713564,2.02203e-07,4.38505,4.38505
0.013152,0.811675,2.91548e-08,4.38505,4.38505
0.013152,0.923277,3.221e-09,4.38505,4.38505
0.013152,1.05022,2.62861e-10,4.38505,4.38505
0.013152,1.19462,1.51995e-11,4.38505,4.38505
0.013152,1.35888,5.9387e-13,4.38505,4.38505
0.013152,1.54572,1.4806e-14,4.38505,4.38505
0.013152,1.75825,1.6978e-16,4.38505,4.38505
0.013152,2,-5.22456e-17,4.38505,4.38505
0.0149604,0.001,-4.38876,2.75388,7.14264
0.0149604,0.0011375,-4.00678,3.11493,7.1217
0.0149604,0.0012939,-3.61195,3.48626,7.09822
0.0149604,0.0014718,-3.20868,3.86324,7.07192
0.0149604,0.00167417,-2.80217,4.24038,7.04255
0.0149604,0.00190436,-2.39829,4.6115,7.00979
0.0149604,0.0021662,-2.00337,4.96999,6.97336
0.0149604,0.00246404,-1.6239,5.30906,6.93296
0.0149604,0.00280283,-1.26614,5.62214,6.88828
0.0149604,0.00318821,-0.935728,5.9033,6.83903
0.0149604,0.00362657,-0.637332,6.14761,6.78494
0.0149604,0.00412521,-0.374304,6.35147,6.72577
0.0149604,0.00469241,-0.148502,6.51281,6.66131
0.0149604,0.00533759,0.0397576,6.63117,6.59141
0.0149604,0.00607149,0.19159,6.70757,6.51598
0.0149604,0.00690629,0.309304,6.74431,6.435
0.0149604,0.00785588,0.396083,6.74464,6.34856
0.0149604,0.00893602,0.455635,6.71244,6.25681
0.0149604,0.0101647,0.491873,6.65191,6.16004
0.0149604,0.0115623,0.508653,6.56727,6.05862
0.0149604,0.013152,0.509597,6.46265,5.95305
0.0149604,0.0149604,0.497978,6.34192,5.84394
0.0149604,0.0170174,0.47667,6.20867,5.73201
0.0149604,0.0193572,0.448141,6.06622,5.61808
0.0149604,0.0220187,0.414483,5.9176,5.50312
0.0149604,0.0250462,0.377456,5.76562,5.38817
0.0149604,0.0284899,0.338555,5.61293,5.27438
0.0149604,0.0324072,0.299062,5.46207,5.163
0.0149604,0.036863,0.260082,5.31542,5.05533
0.0149604,0.0419315,0.222558,5.17524,4.95268
0.0149604,0.0476969,0.187269,5.04356,4.85629
0.0149604,0.054255,0.154818,4.92211,4.76729
0.0149604,0.0617148,0.125628,4.81222,4.68659
0.0149604,0.0702003,0.0999418,4.71479,4.61485
0.0149604,0.0798525,0.0778349,4.63023,4.55239
0.0149604,0.0908318,0.0592355,4.55845,4.49921
0.0149604,0.103321,0.0439516,4.49896,4.45501
0.0149604,0.117527,0.0317016,4.4509,4.4192
0.0149604,0.133686,0.0221446,4.41313,4.39098
0.0149604,0.152068,0.0149094,4.38436,4.36945
0.0149604,0.172976,0.00961739,4.3632,4.35358
0.0149604,0.19676,0.00590057,4.34828,4.34238
0.0149604,0.223813,0.00341358,4.33827,4.33486
0.0149604,0.254587,0.00184358,4.33193,4.33009
0.0149604,0.289591,0.000919055,4.3282,4.32728
0.0149604,0.329408,0.000417613,4.32617,4.32576
0.0149604,0.374701,0.000170566,4.32517,4.325
0.0149604,0.42622,6.16546e-05,4.32473,4.32467
0.0149604,0.484824,1.93855e-05,4.32456,4.32454
0.0149604,0.551485,5.19973e-06,4.3245,4.3245
0.0149604,0.627311,1.16396e-06,4.32449,4.32449
0.0149604,0.713564,2.12092e-07,4.32448,4.32448
0.0149604,0.811675,3.05808e-08,4.32448,4.32448
0.0149604,0.923277,3.37854e-09,4.32448,4.32448
0.0149604,1.05022,2.75718e-10,4.32448,4.32448
0.0149604,1.19462,1.59429e-11,4.32448,4.32448
0.0149604,1.35888,6.22926e-13,4.32448,4.32448
0.0149604,1.54572,1.55404e-14,4.32448,4.32448
0.0149604,1.75825,1.8825e-16,4.32448,4.32448
0.0149604,2,-4.46348e-17,4.32448,4.32448
0.0170174,0.001,-4.08428,2.66256,6.74684
0.0170174,0.0011375,-3.71366,3.01609,6.72975
0.0170174,0.0012939,-3.33079,3.37975,6.71054
0.0170174,0.0014718,-2.93997,3.74902,6.689
0.0170174,0.00167417,-2.54632,4.11856,6.66488
0.0170174,0.00190436,-2.1556,4.48234,6.63793
0.0170174,0.0021662,-1.774,4.83389,6.60789
0.0170174,0.00246404,-1.40787,5.16662,6.57449
0.0170174,0.00280283,-1.06333,5.47411,6.53744
0.0170174,0.00318821,-0.745908,5.75056,6.49647
0.0170174,0.00362657,-0.460145,5.99118,6.45132
0.0170174,0.00412521,-0.209309,6.19244,6.40174
0.0170174,0.00469241,0.00479972,6.35232,6.34752
0.0170174,0.00533759,0.181893,6.47035,6.28845
0.0170174,0.00607149,0.32309,6.54751,6.22442
0.0170174,0.00690629,0.430682,6.58602,6.15534
0.0170174,0.00785588,0.50782,6.58904,6.08122
0.0170174,0.00893602,0.558177,6.5603,6.00212
0.0170174,0.0101647,0.58563,6.50386,5.91823
0.0170174,0.0115623,0.59401,6.42383,5.82982
0.0170174,0.013152,0.586917,6.32418,5.73726
0.0170174,0.0149604,0.567615,6.20867,5.64106
0.0170174,0.0170174,0.538976,6.0808,5.54182
0.0170174,0.0193572,0.503474,5.94376,5.44029
0.0170174,0.0220187,0.463206,5.80052,5.33731
0.0170174,0.0250462,0.419945,5.6538,5.23386
0.0170174,0.0284899,0.375199,5.50621,5.13101
0.0170174,0.0324072,0.330267,5.3602,5.02994
0.0170174,0.036863,0.286273,5.21814,4.93187
0.0170174,0.0419315,0.244184,5.08224,4.83805
0.0170174,0.0476969,0.204802,4.95448,4.74968
0.0170174,0.054255,0.168749,4.83659,4.66784
0.0170174,0.0617148,0.136456,4.72987,4.59341
0.0170174,0.0702003,0.108161,4.63521,4.52705
0.0170174,0.0798525,0.0839209,4.55303,4.46911
0.0170174,0.0908318,0.0636255,4.48327,4.41965
0.0170174,0.103321,0.0470337,4.42545,4.37842
0.0170174,0.117527,0.0338054,4.37873,4.34492
0.0170174,0.133686,0.023539,4.34202,4.31848
0.0170174,0.152068,0.0158047,4.31405,4.29825
0.0170174,0.172976,0.0101722,4.29349,4.28332
0.0170174,0.19676,0.00623033,4.27899,4.27276
0.0170174,0.223813,0.0036,4.26926,4.26566
0.0170174,0.254587,0.00194271,4.26311,4.26117
0.0170174,0.289591,0.000968008,4.25948,4.25851
0.0170174,0.329408,0.00043974,4.25751,4.25707
0.0170174,0.374701,0.00017958,4.25654,4.25636
0.0170174,0.42622,6.4909e-05,4.25611,4.25605
0.0170174,0.484824,2.04083e-05,4.25595,4.25593
0.0170174,0.551485,5.47404e-06,4.25589,4.25589
0.0170174,0.627311,1.22536e-06,4.25588,4.25587
0.0170174,0.713564,2.2328e-07,4.25587,4.25587
0.0170174,0.811675,3.2194e-08,4.25587,4.25587
0.0170174,0.923277,3.55676e-09,4.25587,4.25587
0.0170174,1.05022,2.90262e-10,4.25587,4.25587
0.0170174,1.19462,1.67839e-11,4.25587,4.25587
0.0170174,1.35888,6.55795e-13,4.25587,4.25587
0.0170174,1.54572,1.63691e-14,4.25587,4.25587
0.0170174,1.75825,2.07137e-16,4.25587,4.25587
0.0170174,2,-3.80316e-17,4.25587,4.25587
0.0193572,0.001,-3.79616,2.57091,6.36708
0.0193572,0.0011375,-3.43668,2.91649,6.35317
0.0193572,0.0012939,-3.06549,3.27202,6.33752
0.0193572,0.0014718,-2.68684,3.63311,6.31994
0.0193572,0.00167417,-2.3057,3.99453,6.30023
0.0193572,0.00190436,-1.92773,4.35043,6.27816
0.0193572,0.0021662,-1.559,4.69451,6.25351
0.0193572,0.00246404,-1.2057,5.02033,6.22603
0.0193572,0.00280283,-0.873815,5.32165,6.19547
0.0193572,0.00318821,-0.568745,5.59284,6.16158
0.0193572,0.00362657,-0.294924,5.8292,6.12412
0.0193572,0.00412521,-0.0555357,6.0273,6.08284
0.0193572,0.00469241,0.147672,6.18519,6.03752
0.0193572,0.00533759,0.314433,6.30239,5.98796
0.0193572,0.00607149,0.445856,6.37986,5.934
0.0193572,0.00690629,0.544203,6.41973,5.87553
0.0193572,0.00785588,0.61258,6.42506,5.81248
0.0193572,0.00893602,0.654608,6.39947,5.74487
0.0193572,0.0101647,0.674117,6.3469,5.67278
0.0193572,0.0115623,0.674893,6.27129,5.5964
0.0193572,0.013152,0.660507,6.17653,5.51602
0.0193572,0.0149604,0.634203,6.06622,5.43202
0.0193572,0.0170174,0.598844,5.94376,5.34492
0.0193572,0.0193572,0.556903,5.81225,5.25535
0.0193572,0.0220187,0.510486,5.67454,5.16406
0.0193572,0.0250462,0.46138,5.5333,5.07192
0.0193572,0.0284899,0.411111,5.39105,4.97994
0.0193572,0.0324072,0.361001,5.25018,4.88918
0.0193572,0.036863,0.312202,5.11299,4.80079
0.0193572,0.0419315,0.265709,4.98164,4.71593
0.0193572,0.0476969,0.222353,4.85808,4.63573
0.0193572,0.054255,0.18278,4.74398,4.5612
0.0193572,0.0617148,0.147435,4.64066,4.49322
0.0193572,0.0702003,0.116559,4.54897,4.43241
0.0193572,0.0798525,0.090189,4.46934,4.37915
0.0193572,0.0908318,0.0681866,4.40173,4.33354
0.0193572,0.103321,0.0502655,4.34568,4.29541
0.0193572,0.117527,0.0360324,4.30038,4.26435
0.0193572,0.133686,0.0250287,4.26479,4.23976
0.0193572,0.152068,0.0167695,4.23767,4.2209
0.0193572,0.172976,0.0107746,4.21774,4.20697
0.0193572,0.19676,0.00659057,4.20368,4.19709
0.0193572,0.223813,0.00380456,4.19425,4.19045
0.0193572,0.254587,0.00205183,4.18828,4.18623
0.0193572,0.289591,0.00102199,4.18476,4.18374
0.0193572,0.329408,0.000464167,4.18285,4.18239
0.0193572,0.374701,0.000189536,4.18191,4.18172
0.0193572,0.42622,6.85045e-05,4.1815,4.18143
0.0193572,0.484824,2.15383e-05,4.18134,4.18132
0.0193572,0.551485,5.77712e-06,4.18128,4.18128
0.0193572,0.627311,1.2932e-06,4.18127,4.18127
0.0193572,0.713564,2.35642e-07,4.18126,4.18126
0.0193572,0.811675,3.39764e-08,4.18126,4.18126
0.0193572,0.923277,3.75368e-09,4.18126,4.18126
0.0193572,1.05022,3.06332e-10,4.18126,4.18126
0.0193572,1.19462,1.77132e-11,4.18126,4.18126
0.0193572,1.35888,6.92158e-13,4.18126,4.18126
0.0193572,1.54572,1.73306e-14,4.18126,4.18126
0.0193572,1.75825,2.73883e-16,4.18126,4.18126
0.0193572,2,1.51411e-17,4.18126,4.18126
0.0220187,0.001,-3.52593,2.47995,6.00588
0.0220187,0.0011375,-3.17729,2.81732,5.99461
0.0220187,0.0012939,-2.81745,3.16445,5.9819
0.0220187,0.0014718,-2.45057,3.51705,5.96762
0.0220187,0.00167417,-2.08152,3.87005,5.95157
0.0220187,0.00190436,-1.71584,4.21773,5.93357
0.0220187,0.0021662,-1.35945,4.55398,5.91343
0.0220187,0.00246404,-1.01841,4.87252,5.89093
0.0220187,0.00280283,-0.69857,5.16728,5.86585
0.0220187,0.00318821,-0.405186,5.43279,5.83797
0.0220187,0.00362657,-0.142591,5.66447,5.80706
0.0220187,0.00412521,0.0861112,5.85901,5.7729
0.0220187,0.00469241,0.279219,6.01448,5.73526
0.0220187,0.00533759,0.436481,6.13044,5.69396
0.0220187,0.00607149,0.55899,6.20781,5.64881
0.0220187,0.00690629,0.648968,6.24866,5.59969
0.0220187,0.00785588,0.709464,6.25595,5.54649
0.0220187,0.00893602,0.744037,6.23321,5.48917
0.0220187,0.0101647,0.756453,6.18422,5.42777
0.0220187,0.0115623,0.750446,6.11284,5.3624
0.0220187,0.013152,0.729544,6.0228,5.29325
0.0220187,0.0149604,0.69696,5.9176,5.22064
0.0220187,0.0170174,0.655541,5.80052,5.14498
0.0220187,0.0193572,0.607756,5.67454,5.06679
0.0220187,0.0220187,0.555715,5.54244,4.98673
0.0220187,0.0250462,0.501221,5.4068,4.90558
0.0220187,0.0284899,0.445821,5.27003,4.82421
0.0220187,0.0324072,0.390863,5.13447,4.7436
0.0220187,0.036863,0.337531,5.00234,4.6648
0.0220187,0.0419315,0.286855,4.87573,4.58888
0.0220187,0.0476969,0.239698,4.75656,4.51686
0.0220187,0.054255,0.196735,4.64644,4.44971
0.0220187,0.0617148,0.158431,4.54666,4.38823
0.0220187,0.0702003,0.12503,4.45809,4.33306
0.0220187,0.0798525,0.096563,4.38113,4.28457
0.0220187,0.0908318,0.0728639,4.31577,4.2429
0.0220187,0.103321,0.0536085,4.26156,4.20795
0.0220187,0.117527,0.038356,4.21775,4.1794
0.0220187,0.133686,0.0265962,4.18332,4.15673
0.0220187,0.152068,0.0177925,4.15709,4.1393
0.0220187,0.172976,0.0114174,4.1378,4.12638
0.0220187,0.19676,0.00697701,4.1242,4.11722
0.0220187,0.223813,0.00402484,4.11507,4.11105
0.0220187,0.254587,0.00216963,4.1093,4.10713
0.0220187,0.289591,0.00108037,4.10589,4.10481
0.0220187,0.329408,0.000490604,4.10405,4.10356
0.0220187,0.374701,0.000200316,4.10313,4.10293
0.0220187,0.42622,7.23982e-05,4.10273,4.10266
0.0220187,0.484824,2.27623e-05,4.10258,4.10255
0.0220187,0.551485,6.10538e-06,4.10253,4.10252
0.0220187,0.627311,1.36668e-06,4.10251,4.10251
0.0220187,0.713564,2.49031e-07,4.10251,4.10251
0.0220187,0.811675,3.59069e-08,4.10251,4.10251
0.0220187,0.923277,3.96696e-09,4.10251,4.10251
0.0220187,1.05022,3.23738e-10,4.10251,4.10251
0.0220187,1.19462,1.87197e-11,4.10251,4.10251
0.0220187,1.35888,7.31478e-13,4.10251,4.10251
0.0220187,1.54572,1.83072e-14,4.10251,4.10251
0.0220187,1.75825,2.81364e-16,4.10251,4.10251
0.0220187,2,7.91997e-18,4.10251,4.10251
0.0250462,0.001,-3.2745,2.39056,5.66506
0.0250462,0.0011375,-2.93632,2.71963,5.65595
0.0250462,0.0012939,-2.58743,3.05825,5.64568
0.0250462,0.0014718,-2.23187,3.40224,5.63411
0.0250462,0.00167417,-1.87444,3.74666,5.6211
0.0250462,0.00190436,-1.52053,4.08596,5.60649
0.0250462,0.0021662,-1.17592,4.41418,5.5901
0.0250462,0.00246404,-0.846536,4.72523,5.57177
0.0250462,0.00280283,-0.538084,5.01321,5.55129
0.0250462,0.00318821,-0.255701,5.27277,5.52847
0.0250462,0.00362657,-0.00361031,5.4995,5.50311
0.0250462,0.00412521,0.215161,5.69017,5.47501
0.0250462,0.00469241,0.398956,5.84291,5.44395
0.0250462,0.00533759,0.547532,5.9573,5.40976
0.0250462,0.00607149,0.661961,6.03423,5.37227
0.0250462,0.00690629,0.744416,6.07572,5.33131
0.0250462,0.00785588,0.797883,6.08466,5.28678
0.0250462,0.00893602,0.825848,6.06446,5.23861
0.0250462,0.0101647,0.832006,6.01879,5.18679
0.0250462,0.0115623,0.820027,5.95139,5.13137
0.0250462,0.013152,0.793386,5.86587,5.07248
0.0250462,0.0149604,0.755257,5.76562,5.01036
0.0250462,0.0170174,0.708463,5.6538,4.94534
0.0250462,0.0193572,0.655461,5.5333,4.87784
0.0250462,0.0220187,0.598365,5.4068,4.80843
0.0250462,0.0250462,0.53899,5.27676,4.73777
0.0250462,0.0284899,0.478903,5.14553,4.66663
0.0250462,0.0324072,0.419482,5.01535,4.59587
0.0250462,0.036863,0.361945,4.88838,4.52643
0.0250462,0.0419315,0.307358,4.76662,4.45927
0.0250462,0.0476969,0.256621,4.65194,4.39532
0.0250462,0.054255,0.210441,4.54592,4.33547
0.0250462,0.0617148,0.169307,4.44979,4.28048
0.0250462,0.0702003,0.133473,4.36441,4.23094
0.0250462,0.0798525,0.102965,4.2902,4.18724
0.0250462,0.0908318,0.0775999,4.22715,4.14955
0.0250462,0.103321,0.0570214,4.17484,4.11782
0.0250462,0.117527,0.0407477,4.13256,4.09181
0.0250462,0.133686,0.028222,4.09931,4.07109
0.0250462,0.152068,0.0188608,4.07398,4.05512
0.0250462,0.172976,0.0120927,4.05536,4.04326
0.0250462,0.19676,0.00738478,4.04222,4.03483
0.0250462,0.223813,0.00425806,4.0334,4.02914
0.0250462,0.254587,0.00229463,4.02783,4.02553
0.0250462,0.289591,0.00114239,4.02454,4.02339
0.0250462,0.329408,0.000518716,4.02275,4.02223
0.0250462,0.374701,0.000211783,4.02187,4.02166
0.0250462,0.42622,7.65409e-05,4.02148,4.02141
0.0250462,0.484824,2.40645e-05,4.02133,4.02131
0.0250462,0.551485,6.45465e-06,4.02128,4.02128
0.0250462,0.627311,1.44486e-06,4.02127,4.02127
0.0250462,0.713564,2.63278e-07,4.02127,4.02127
0.0250462,0.811675,3.7961e-08,4.02126,4.02126
0.0250462,0.923277,4.1939e-09,4.02126,4.02126
0.0250462,1.05022,3.42258e-10,4.02126,4.02126
0.0250462,1.19462,1.97905e-11,4.02126,4.02126
0.0250462,1.35888,7.73259e-13,4.02126,4.02126
0.0250462,1.54572,1.929e-14,4.02126,4.02126
0.0250462,1.75825,2.32931e-16,4.02126,4.02126
0.0250462,2,-5.61553e-17,4.02126,4.02126
